Dicofre|HOUR|Hourly Average Traffic
"111012"|8|2565.767778
"111012"|9|3048.193847
"111012"|10|2088.152806
"111012"|11|2118.335640
"111012"|12|2541.485348
"111012"|13|2712.733213
"111012"|14|2492.375835
"111012"|15|2364.609405
"111012"|16|3911.785984
"111012"|17|3766.046017
"111012"|18|3542.466112
"111012"|19|4116.393823
"111012"|20|3963.891086
"111012"|21|1811.832371
"111012"|22|535.711252
"111012"|23|259.345429
"111013"|0|506.337014
"111013"|1|536.956761
"111013"|2|285.990077
"111013"|3|200.921507
"111013"|4|68.400562
"111013"|5|70.252563
"111013"|6|364.350288
"111013"|7|475.634957
"111013"|8|2375.417361
"111013"|9|2572.429089
"111013"|10|1838.789845
"111013"|11|1761.211590
"111013"|12|2466.083088
"111013"|13|2727.585599
"111013"|14|3891.053647
"111013"|15|2815.288125
"111013"|16|2690.257494
"111013"|17|3838.086425
"111013"|18|3300.306553
"111013"|19|2564.650686
"111013"|20|2393.361191
"111013"|21|2074.364345
"111013"|22|941.269110
"111013"|23|396.616257
"111014"|0|205.974115
"111014"|1|99.256688
"111014"|2|118.423781
"111014"|3|89.075458
"111014"|4|33.511498
"111014"|5|181.778236
"111014"|6|126.173057
"111014"|7|855.470638
"111014"|8|1103.777236
"111014"|9|2449.678136
"111014"|10|1982.042288
"111014"|11|3356.961755
"111014"|12|2519.462842
"111014"|13|3263.970439
"111014"|14|2328.781182
"111014"|15|2537.269690
"111014"|16|2703.013519
"111014"|17|4564.612268
"111014"|18|4405.298690
"111014"|19|4070.595905
"111014"|20|1823.635539
"111014"|21|1151.385822
"111014"|22|835.932569
"111014"|23|413.555792
"111102"|0|231.087446
"111102"|1|107.525591
"111102"|2|52.301476
"111102"|3|21.636714
"111102"|4|26.410868
"111102"|5|149.880912
"111102"|6|90.907861
"111102"|7|417.524304
"111102"|8|831.575104
"111102"|9|1175.956911
"111102"|10|1043.489423
"111102"|11|1233.292672
"111102"|12|1240.897656
"111102"|13|1305.471157
"111102"|14|1025.708757
"111102"|15|1284.538325
"111102"|16|1113.602168
"111102"|17|871.757573
"111102"|18|1080.994080
"111102"|19|891.022511
"111102"|20|576.540377
"111102"|21|269.556114
"111102"|22|131.304554
"111102"|23|128.795062
"111105"|0|2.384026
"111105"|1|2.125445
"111105"|2|1.821118
"111105"|6|9.801664
"111105"|7|5.597877
"111105"|8|5.367984
"111105"|9|8.505850
"111105"|10|17.714366
"111105"|11|19.424802
"111105"|12|26.697836
"111105"|13|14.702690
"111105"|14|7.947787
"111105"|15|11.562691
"111105"|16|12.089352
"111105"|17|12.539446
"111105"|18|8.098206
"111105"|19|6.832632
"111105"|20|5.690144
"111105"|21|6.128608
"111105"|22|4.731804
"111105"|23|4.074690
"111108"|0|805.435875
"111108"|1|342.658079
"111108"|2|107.048157
"111108"|3|46.468407
"111108"|4|42.309274
"111108"|5|31.985712
"111108"|6|68.279097
"111108"|7|1387.986794
"111108"|8|2201.790449
"111108"|9|1436.757578
"111108"|10|805.881497
"111108"|11|872.254325
"111108"|12|953.357415
"111108"|13|1545.712003
"111108"|14|1798.007971
"111108"|15|2609.756816
"111108"|16|2218.625034
"111108"|17|1541.280546
"111108"|18|1631.246550
"111108"|19|1420.442884
"111108"|20|995.592418
"111108"|21|548.881748
"111108"|22|925.629862
"111108"|23|419.354469
"111115"|0|128.437452
"111115"|1|47.943446
"111115"|2|64.991542
"111115"|3|54.639265
"111115"|5|364.850028
"111115"|6|227.381006
"111115"|7|195.407174
"111115"|8|429.795432
"111115"|9|330.730765
"111115"|10|285.146139
"111115"|11|329.917578
"111115"|12|381.038798
"111115"|13|309.639802
"111115"|14|164.488755
"111115"|15|221.902084
"111115"|16|298.641588
"111115"|17|412.718499
"111115"|18|479.959283
"111115"|19|273.496222
"111115"|20|325.424863
"111115"|21|192.592738
"111115"|22|177.493984
"111115"|23|70.643482
"111122"|0|241.419935
"111122"|1|129.864664
"111122"|2|65.745969
"111122"|3|47.252357
"111122"|4|65.152372
"111122"|5|47.845954
"111122"|6|158.879269
"111122"|7|537.420078
"111122"|8|1387.645231
"111122"|9|750.173379
"111122"|10|394.547456
"111122"|11|398.272788
"111122"|12|442.925599
"111122"|13|400.462955
"111122"|14|407.053927
"111122"|15|321.043790
"111122"|16|368.408725
"111122"|17|594.497486
"111122"|18|1325.952096
"111122"|19|879.536556
"111122"|20|352.381610
"111122"|21|251.204049
"111122"|22|184.178776
"111122"|23|482.563541
"111123"|0|8.842228
"111123"|1|6.749245
"111123"|2|3.797801
"111123"|3|2.939341
"111123"|5|39.297255
"111123"|6|27.996355
"111123"|7|57.621450
"111123"|8|68.395863
"111123"|9|71.074985
"111123"|10|44.204225
"111123"|11|49.992132
"111123"|12|47.824801
"111123"|13|70.314215
"111123"|14|24.578075
"111123"|15|23.110998
"111123"|16|42.100003
"111123"|17|70.955683
"111123"|18|93.246259
"111123"|19|49.049814
"111123"|20|22.606123
"111123"|21|18.731380
"111123"|22|10.142454
"111123"|23|10.942128
"111124"|0|393.263968
"111124"|1|169.399440
"111124"|2|191.045572
"111124"|3|79.472782
"111124"|4|87.420060
"111124"|5|148.005912
"111124"|6|643.263189
"111124"|7|2340.774604
"111124"|8|1818.585964
"111124"|9|1387.023499
"111124"|10|774.480718
"111124"|11|660.712225
"111124"|12|884.751632
"111124"|13|847.172081
"111124"|14|845.617602
"111124"|15|749.434162
"111124"|16|1222.889859
"111124"|17|1019.486172
"111124"|18|1974.480861
"111124"|19|1180.510852
"111124"|20|806.056090
"111124"|21|470.171858
"111124"|22|304.153412
"111124"|23|432.825480
"111125"|0|234.910887
"111125"|1|100.577429
"111125"|2|134.966564
"111125"|3|74.159666
"111125"|4|64.432865
"111125"|5|95.138478
"111125"|6|469.246224
"111125"|7|1690.161244
"111125"|8|2068.125179
"111125"|9|2455.988579
"111125"|10|1857.646405
"111125"|11|2013.217672
"111125"|12|1925.273574
"111125"|13|1368.975355
"111125"|14|1235.591555
"111125"|15|1080.854835
"111125"|16|1769.443309
"111125"|17|2358.058682
"111125"|18|3161.152904
"111125"|19|2059.779698
"111125"|20|972.680141
"111125"|21|492.901345
"111125"|22|433.504546
"111125"|23|660.818168
"111126"|0|338.161017
"111126"|1|197.986136
"111126"|2|119.105116
"111126"|3|78.750422
"111126"|4|109.702081
"111126"|5|309.211857
"111126"|6|310.517834
"111126"|7|2869.362403
"111126"|8|2853.560079
"111126"|9|2413.532844
"111126"|10|2102.231423
"111126"|11|2205.795411
"111126"|12|2787.782363
"111126"|13|3244.134313
"111126"|14|3154.761943
"111126"|15|3206.652769
"111126"|16|3739.273785
"111126"|17|3426.579322
"111126"|18|4695.945582
"111126"|19|2244.452335
"111126"|20|944.090884
"111126"|21|571.626200
"111126"|22|526.265260
"111126"|23|1083.133918
"111127"|0|32.924820
"111127"|1|23.259507
"111127"|2|13.916813
"111127"|3|14.703473
"111127"|4|16.082338
"111127"|5|31.028881
"111127"|6|126.099850
"111127"|7|614.147327
"111127"|8|653.506850
"111127"|9|312.631108
"111127"|10|280.157071
"111127"|11|271.720362
"111127"|12|187.101365
"111127"|13|129.414429
"111127"|14|125.392740
"111127"|15|271.804331
"111127"|16|285.760919
"111127"|17|214.917314
"111127"|18|220.596293
"111127"|19|272.012045
"111127"|20|77.543475
"111127"|21|107.684048
"111127"|22|106.314022
"111127"|23|30.723939
"111128"|0|556.569697
"111128"|1|258.900488
"111128"|2|36.351600
"111128"|3|39.211070
"111128"|4|33.413140
"111128"|5|183.290424
"111128"|6|52.528931
"111128"|7|983.073022
"111128"|8|1209.555655
"111128"|9|872.785964
"111128"|10|583.489787
"111128"|11|885.187531
"111128"|12|1045.175647
"111128"|13|821.204923
"111128"|14|831.189369
"111128"|15|1653.199999
"111128"|16|1669.440523
"111128"|17|1093.565456
"111128"|18|1086.140314
"111128"|19|812.784496
"111128"|20|471.180563
"111128"|21|262.486674
"111128"|22|202.706381
"111128"|23|154.790516
"111408"|0|241.975900
"111408"|1|211.084754
"111408"|2|244.680655
"111408"|3|76.829270
"111408"|4|155.893522
"111408"|5|61.981590
"111408"|6|123.322580
"111408"|7|1477.251622
"111408"|8|1515.886908
"111408"|9|1423.427003
"111408"|10|737.743207
"111408"|11|554.474720
"111408"|12|668.601135
"111408"|13|632.955314
"111408"|14|837.648306
"111408"|15|692.886985
"111408"|16|711.378966
"111408"|17|623.502908
"111408"|18|1365.616430
"111408"|19|922.392542
"111408"|20|297.836203
"111408"|21|325.438937
"111408"|22|193.318786
"111408"|23|139.451460
"111409"|0|530.965267
"111409"|1|233.255180
"111409"|2|80.729235
"111409"|3|46.314537
"111409"|4|54.961548
"111409"|5|97.696957
"111409"|6|44.937949
"111409"|7|759.274928
"111409"|8|1303.649181
"111409"|9|651.095509
"111409"|10|430.994391
"111409"|11|544.068345
"111409"|12|513.049230
"111409"|13|391.420037
"111409"|14|926.525265
"111409"|15|391.756536
"111409"|16|280.885123
"111409"|17|467.856357
"111409"|18|923.037909
"111409"|19|721.189328
"111409"|20|247.938785
"111409"|21|224.852895
"111409"|22|190.825680
"111409"|23|139.667594
"111412"|0|293.908951
"111412"|1|100.468802
"111412"|2|128.291382
"111412"|3|43.066426
"111412"|4|63.508700
"111412"|5|64.665534
"111412"|6|63.113327
"111412"|7|1212.991281
"111412"|8|1357.346542
"111412"|9|1253.451170
"111412"|10|659.219430
"111412"|11|671.461365
"111412"|12|1180.790305
"111412"|13|593.309202
"111412"|14|1071.418278
"111412"|15|699.693962
"111412"|16|777.538613
"111412"|17|981.375622
"111412"|18|1479.985547
"111412"|19|929.332754
"111412"|20|325.641336
"111412"|21|271.753392
"111412"|22|234.544351
"111412"|23|186.572366
"111413"|0|736.457431
"111413"|1|192.971828
"111413"|2|267.022485
"111413"|3|100.039906
"111413"|4|100.149936
"111413"|5|99.841850
"111413"|6|88.816775
"111413"|7|1545.359070
"111413"|8|2211.682938
"111413"|9|2454.058547
"111413"|10|1063.050532
"111413"|11|708.421611
"111413"|12|1065.559232
"111413"|13|1015.495267
"111413"|14|1790.199367
"111413"|15|1182.719914
"111413"|16|1227.854504
"111413"|17|1633.603685
"111413"|18|2062.129220
"111413"|19|1223.167196
"111413"|20|465.935970
"111413"|21|405.507114
"111413"|22|233.111025
"111413"|23|132.983095
"111414"|0|169.016605
"111414"|1|447.929143
"111414"|2|137.749537
"111414"|3|15.504902
"111414"|4|12.951079
"111414"|5|15.009197
"111414"|6|22.714587
"111414"|7|550.797358
"111414"|8|274.162554
"111414"|9|643.299689
"111414"|10|237.505477
"111414"|11|98.607661
"111414"|12|94.616921
"111414"|13|399.550838
"111414"|14|505.750944
"111414"|15|221.266430
"111414"|16|161.104149
"111414"|17|204.694821
"111414"|18|843.514340
"111414"|19|618.721502
"111414"|20|302.499314
"111414"|21|150.393154
"111414"|22|81.992129
"111414"|23|65.401696
"111415"|0|673.553198
"111415"|1|137.259988
"111415"|2|433.498663
"111415"|3|512.422700
"111415"|4|254.734260
"111415"|5|1804.566746
"111415"|6|913.388904
"111415"|7|558.121323
"111415"|8|1243.272415
"111415"|9|1551.674290
"111415"|10|666.167746
"111415"|11|567.567406
"111415"|12|640.400725
"111415"|13|601.668134
"111415"|14|914.537752
"111415"|15|467.909397
"111415"|16|992.094113
"111415"|17|1194.382548
"111415"|18|2532.316395
"111415"|19|790.443928
"111415"|20|276.197659
"111415"|21|244.376392
"111415"|22|165.215291
"111415"|23|99.931544
"111512"|0|196.099840
"111512"|1|269.475884
"111512"|2|181.424631
"111512"|3|123.196174
"111512"|4|94.570069
"111512"|5|231.465203
"111512"|6|309.785470
"111512"|7|2356.725164
"111512"|8|3265.139485
"111512"|9|2079.596758
"111512"|10|1721.754703
"111512"|11|1568.294847
"111512"|12|1692.404285
"111512"|13|1684.468335
"111512"|14|1208.216870
"111512"|15|1056.583543
"111512"|16|1829.236436
"111512"|17|2639.522107
"111512"|18|3709.458200
"111512"|19|2368.660581
"111512"|20|1389.106139
"111512"|21|625.554395
"111512"|22|563.893324
"111512"|23|327.326439
"111513"|0|238.083116
"111513"|1|168.035428
"111513"|2|97.649073
"111513"|3|135.946701
"111513"|4|102.785527
"111513"|5|112.070656
"111513"|6|182.739234
"111513"|7|1916.348953
"111513"|8|4276.380299
"111513"|9|2085.964829
"111513"|10|1232.494995
"111513"|11|854.655170
"111513"|12|1064.798233
"111513"|13|1046.961755
"111513"|14|1012.784580
"111513"|15|887.788121
"111513"|16|1285.976207
"111513"|17|1717.297244
"111513"|18|3774.080240
"111513"|19|3203.933829
"111513"|20|1087.037387
"111513"|21|655.744572
"111513"|22|660.993915
"111513"|23|421.669019
"111514"|0|108.980824
"111514"|1|84.932813
"111514"|2|53.746878
"111514"|3|52.047372
"111514"|4|159.796054
"111514"|5|572.266165
"111514"|6|1667.151676
"111514"|7|1795.039504
"111514"|8|2412.108897
"111514"|9|761.973525
"111514"|10|885.782539
"111514"|11|1194.519052
"111514"|12|895.533455
"111514"|13|718.763584
"111514"|14|663.338444
"111514"|15|641.818449
"111514"|16|722.353791
"111514"|17|1624.090442
"111514"|18|2752.541197
"111514"|19|1136.608384
"111514"|20|1307.132569
"111514"|21|446.842621
"111514"|22|340.899664
"111514"|23|245.599864
"111515"|0|106.335631
"111515"|1|74.259562
"111515"|2|70.998110
"111515"|3|90.397594
"111515"|4|54.044715
"111515"|5|222.501770
"111515"|6|1185.937667
"111515"|7|1500.898514
"111515"|8|2606.669084
"111515"|9|646.844322
"111515"|10|452.495649
"111515"|11|681.351096
"111515"|12|736.503475
"111515"|13|598.984058
"111515"|14|509.832584
"111515"|15|437.526817
"111515"|16|417.158128
"111515"|17|1115.093398
"111515"|18|1223.490513
"111515"|19|1397.332040
"111515"|20|620.968088
"111515"|21|177.718347
"111515"|22|247.470337
"111515"|23|209.394427
"111516"|0|103.614829
"111516"|1|103.909412
"111516"|2|64.454865
"111516"|3|38.020908
"111516"|4|153.261965
"111516"|5|245.211288
"111516"|6|1365.158757
"111516"|7|1090.646233
"111516"|8|1960.885106
"111516"|9|795.748531
"111516"|10|363.319624
"111516"|11|854.508116
"111516"|12|659.297464
"111516"|13|748.143841
"111516"|14|1171.754884
"111516"|15|1110.874298
"111516"|16|1807.760614
"111516"|17|2316.368809
"111516"|18|1926.634867
"111516"|19|929.194847
"111516"|20|1056.788771
"111516"|21|388.987664
"111516"|22|238.789368
"111516"|23|145.563516
"111517"|0|432.553681
"111517"|1|186.264130
"111517"|2|179.259593
"111517"|3|188.431453
"111517"|4|127.997694
"111517"|5|128.280389
"111517"|6|394.515593
"111517"|7|3312.486101
"111517"|8|2265.103740
"111517"|9|2412.450288
"111517"|10|1850.956598
"111517"|11|1741.522496
"111517"|12|1538.014014
"111517"|13|1420.915755
"111517"|14|1291.064843
"111517"|15|1128.829728
"111517"|16|1731.439733
"111517"|17|2120.992470
"111517"|18|3989.413294
"111517"|19|2022.237930
"111517"|20|873.399728
"111517"|21|725.362149
"111517"|22|669.231626
"111517"|23|679.722726
"111603"|0|150.656969
"111603"|1|152.443857
"111603"|2|141.796984
"111603"|3|74.155840
"111603"|4|129.177090
"111603"|5|108.367294
"111603"|6|1319.877154
"111603"|7|2752.849409
"111603"|8|4537.912994
"111603"|9|2759.587465
"111603"|10|1475.708652
"111603"|11|957.064497
"111603"|12|1671.484536
"111603"|13|2234.912564
"111603"|14|1969.373606
"111603"|15|1282.724781
"111603"|16|1296.535934
"111603"|17|2397.370437
"111603"|18|5441.370861
"111603"|19|3102.483769
"111603"|20|1759.563209
"111603"|21|717.993814
"111603"|22|530.891781
"111603"|23|262.523585
"111608"|0|111.036577
"111608"|1|126.623263
"111608"|2|72.490457
"111608"|3|54.231769
"111608"|4|104.455532
"111608"|5|256.314381
"111608"|6|1451.565737
"111608"|7|1595.705465
"111608"|8|2778.809102
"111608"|9|1300.943927
"111608"|10|1370.119121
"111608"|11|1928.765715
"111608"|12|930.549854
"111608"|13|1074.689582
"111608"|14|1041.536950
"111608"|15|672.874731
"111608"|16|604.045908
"111608"|17|1627.942688
"111608"|18|3573.556868
"111608"|19|1411.881541
"111608"|20|1391.297220
"111608"|21|545.583468
"111608"|22|443.923642
"111608"|23|271.826844
"111609"|0|606.135964
"111609"|1|140.465560
"111609"|2|176.272068
"111609"|3|79.071599
"111609"|4|113.073183
"111609"|5|82.230216
"111609"|6|1240.487138
"111609"|7|2476.568138
"111609"|8|3018.947815
"111609"|9|2060.267715
"111609"|10|884.280069
"111609"|11|503.759611
"111609"|12|945.408599
"111609"|13|1478.338968
"111609"|14|1170.387073
"111609"|15|869.415988
"111609"|16|760.775486
"111609"|17|2030.698812
"111609"|18|3563.079330
"111609"|19|1681.658353
"111609"|20|917.193390
"111609"|21|918.016223
"111609"|22|387.182751
"111609"|23|439.260119
"111610"|0|259.170554
"111610"|1|63.410856
"111610"|2|59.891629
"111610"|3|69.542515
"111610"|4|98.581535
"111610"|5|88.952240
"111610"|6|77.487764
"111610"|7|889.954203
"111610"|8|2331.606605
"111610"|9|1277.932782
"111610"|10|1345.165131
"111610"|11|1766.954197
"111610"|12|1393.829778
"111610"|13|1299.436770
"111610"|14|494.764447
"111610"|15|1178.012645
"111610"|16|1450.396494
"111610"|17|2281.711308
"111610"|18|2401.386615
"111610"|19|992.314050
"111610"|20|678.282418
"111610"|21|320.098521
"111610"|22|444.329391
"111610"|23|327.136974
"130405"|0|3.977874
"130405"|7|5.065566
"130405"|8|45.034537
"130405"|9|41.519625
"130405"|10|43.629437
"130405"|11|9.372017
"130405"|12|9.695550
"130405"|13|13.476711
"130405"|14|12.121690
"130405"|15|12.945295
"130405"|16|13.517423
"130405"|17|11.914528
"130405"|18|47.965071
"130405"|19|35.020857
"130405"|20|18.985063
"130405"|21|14.873164
"130405"|22|14.820923
"130405"|23|6.346729
"130408"|0|135.496692
"130408"|1|215.955390
"130408"|2|119.723314
"130408"|3|151.655963
"130408"|4|132.988387
"130408"|5|73.994989
"130408"|6|1010.750332
"130408"|7|5119.498186
"130408"|8|7234.722621
"130408"|9|1952.281101
"130408"|10|514.105996
"130408"|11|2400.302915
"130408"|12|3454.900343
"130408"|13|3046.143146
"130408"|14|3650.548112
"130408"|15|2317.770042
"130408"|16|3072.528582
"130408"|17|3144.208213
"130408"|18|5205.600570
"130408"|19|2830.187756
"130408"|20|1560.503197
"130408"|21|445.320562
"130408"|22|267.327400
"130408"|23|180.067337
"130412"|0|102.551303
"130412"|1|210.198689
"130412"|2|155.214112
"130412"|3|60.798835
"130412"|4|61.300572
"130412"|5|91.247442
"130412"|6|415.547245
"130412"|7|547.327243
"130412"|8|567.426275
"130412"|9|964.340349
"130412"|10|556.624152
"130412"|11|255.748625
"130412"|12|345.785993
"130412"|13|1212.985939
"130412"|14|426.988838
"130412"|15|369.534923
"130412"|16|510.749562
"130412"|17|607.604663
"130412"|18|843.165714
"130412"|19|631.658571
"130412"|20|451.288695
"130412"|21|161.067721
"130412"|22|154.368044
"130412"|23|134.475610
"130413"|0|90.269440
"130413"|1|194.585505
"130413"|2|110.451524
"130413"|3|44.538401
"130413"|4|20.526624
"130413"|5|71.916067
"130413"|6|980.361633
"130413"|7|3461.273809
"130413"|8|576.918723
"130413"|9|530.525107
"130413"|10|302.731262
"130413"|11|1418.179018
"130413"|12|915.707405
"130413"|13|431.469901
"130413"|14|450.247323
"130413"|15|360.216410
"130413"|16|349.707945
"130413"|17|740.296868
"130413"|18|876.774402
"130413"|19|648.211968
"130413"|20|274.903044
"130413"|21|178.034340
"130413"|22|83.100361
"130413"|23|140.572258
"130414"|0|133.800881
"130414"|1|63.341480
"130414"|2|54.118797
"130414"|3|42.641924
"130414"|6|328.492243
"130414"|7|176.871047
"130414"|8|91.179003
"130414"|9|81.212820
"130414"|10|39.748104
"130414"|11|25.078554
"130414"|12|34.151808
"130414"|13|46.343024
"130414"|14|51.252312
"130414"|15|86.236913
"130414"|16|103.858597
"130414"|17|100.562048
"130414"|18|125.503929
"130414"|19|75.893513
"130414"|20|40.431469
"130414"|21|52.879630
"130414"|22|17.288202
"130414"|23|51.419964
"130415"|0|277.268750
"130415"|1|219.565599
"130415"|2|112.365153
"130415"|3|77.549259
"130415"|4|69.081236
"130415"|6|3394.287538
"130415"|7|3840.680786
"130415"|8|991.912173
"130415"|9|1079.082993
"130415"|10|533.459201
"130415"|11|1901.818232
"130415"|12|1632.152351
"130415"|13|1054.806247
"130415"|14|833.300605
"130415"|15|723.163879
"130415"|16|1225.897005
"130415"|17|2100.987171
"130415"|18|2450.692905
"130415"|19|1360.625079
"130415"|20|1058.660115
"130415"|21|485.875731
"130415"|22|394.457792
"130415"|23|399.150597
"130416"|0|77.020046
"130416"|1|37.563439
"130416"|3|17.407233
"130416"|6|14.066394
"130416"|7|62.045859
"130416"|8|25.189459
"130416"|9|32.334231
"130416"|10|34.281787
"130416"|11|22.530065
"130416"|12|25.315030
"130416"|13|23.125130
"130416"|14|33.110054
"130416"|15|62.704909
"130416"|16|78.174983
"130416"|17|47.797107
"130416"|18|35.802240
"130416"|19|55.276202
"130416"|20|38.084920
"130416"|21|26.598738
"130416"|22|15.958763
"130416"|23|35.431925
"130601"|0|109.942970
"130601"|1|73.437221
"130601"|2|65.135622
"130601"|3|49.298726
"130601"|4|129.185651
"130601"|5|78.439467
"130601"|6|195.641015
"130601"|7|1401.458903
"130601"|8|3456.743223
"130601"|9|1242.983508
"130601"|10|682.923586
"130601"|11|512.293799
"130601"|12|778.200398
"130601"|13|885.205880
"130601"|14|1337.855883
"130601"|15|1735.928195
"130601"|16|1763.387330
"130601"|17|1375.021503
"130601"|18|2658.491270
"130601"|19|999.257077
"130601"|20|922.265069
"130601"|21|386.450073
"130601"|22|279.018869
"130601"|23|167.564581
"130603"|0|84.474362
"130603"|1|55.936836
"130603"|2|25.254206
"130603"|3|19.716339
"130603"|4|29.582717
"130603"|5|40.001787
"130603"|6|24.821902
"130603"|7|375.699412
"130603"|8|1326.231622
"130603"|9|346.871859
"130603"|10|185.967269
"130603"|11|96.190344
"130603"|12|156.794967
"130603"|13|150.222854
"130603"|14|228.672324
"130603"|15|139.305814
"130603"|16|175.553671
"130603"|17|318.930802
"130603"|18|861.663669
"130603"|19|382.205859
"130603"|20|233.755998
"130603"|21|75.483537
"130603"|22|68.632341
"130603"|23|70.224752
"130608"|0|61.258019
"130608"|1|41.722339
"130608"|2|17.421693
"130608"|3|22.472149
"130608"|4|47.044690
"130608"|5|33.681034
"130608"|6|29.561820
"130608"|7|236.168287
"130608"|8|1173.894508
"130608"|9|382.611113
"130608"|10|127.281003
"130608"|11|98.038660
"130608"|12|91.295656
"130608"|13|79.862457
"130608"|14|543.491582
"130608"|15|977.198626
"130608"|16|831.992923
"130608"|17|370.144712
"130608"|18|756.106936
"130608"|19|259.435730
"130608"|20|349.331125
"130608"|21|88.182454
"130608"|22|89.113696
"130608"|23|90.065329
"130609"|0|921.281995
"130609"|1|135.611310
"130609"|2|95.701877
"130609"|3|187.365700
"130609"|4|143.620117
"130609"|5|359.656000
"130609"|6|263.011910
"130609"|7|3047.048164
"130609"|8|3750.679054
"130609"|9|3829.151902
"130609"|10|4649.078744
"130609"|11|3368.073448
"130609"|12|3692.329176
"130609"|13|4443.878306
"130609"|14|6463.241755
"130609"|15|4834.963825
"130609"|16|6798.602130
"130609"|17|6868.258560
"130609"|18|4884.026179
"130609"|19|4270.040086
"130609"|20|2646.002112
"130609"|21|829.752773
"130609"|22|527.706342
"130609"|23|292.018597
"130613"|0|55.253452
"130613"|1|37.119923
"130613"|3|16.554714
"130613"|4|21.255623
"130613"|5|28.738496
"130613"|6|18.062457
"130613"|7|267.758920
"130613"|8|1087.087814
"130613"|9|253.047003
"130613"|10|151.728701
"130613"|11|55.304218
"130613"|12|70.630401
"130613"|13|69.310491
"130613"|14|419.391166
"130613"|15|688.556298
"130613"|16|349.415644
"130613"|17|304.152893
"130613"|18|675.407966
"130613"|19|232.451335
"130613"|20|133.737316
"130613"|21|55.852488
"130613"|22|39.917116
"130613"|23|45.841481
"130616"|0|190.208074
"130616"|1|77.288550
"130616"|2|58.684686
"130616"|4|41.331193
"130616"|6|117.714144
"130616"|7|48.180652
"130616"|8|219.623968
"130616"|9|223.710658
"130616"|10|172.059308
"130616"|11|138.405024
"130616"|12|263.051372
"130616"|13|533.963531
"130616"|14|535.269065
"130616"|15|358.755311
"130616"|16|264.108671
"130616"|17|286.633734
"130616"|18|202.748558
"130616"|19|207.124856
"130616"|20|340.091687
"130616"|21|91.396595
"130616"|22|88.137356
"130616"|23|138.469381
"130617"|0|126.865194
"130617"|1|71.958128
"130617"|2|65.587111
"130617"|3|90.357415
"130617"|4|181.111366
"130617"|5|138.153262
"130617"|6|242.997471
"130617"|7|2551.076907
"130617"|8|3207.926141
"130617"|9|1104.168664
"130617"|10|651.165546
"130617"|11|512.510005
"130617"|12|1274.943649
"130617"|13|1313.857082
"130617"|14|2025.137538
"130617"|15|2413.901768
"130617"|16|2304.827838
"130617"|17|2183.831382
"130617"|18|3005.269634
"130617"|19|1409.395905
"130617"|20|758.706202
"130617"|21|362.354910
"130617"|22|247.993829
"130617"|23|191.685668
"130618"|0|31.493695
"130618"|1|176.062009
"130618"|2|45.414822
"130618"|4|40.670348
"130618"|5|18.305260
"130618"|6|40.610291
"130618"|7|2101.033066
"130618"|8|1302.544170
"130618"|9|453.799888
"130618"|10|381.755958
"130618"|11|209.921936
"130618"|12|283.118953
"130618"|13|690.975521
"130618"|14|666.352304
"130618"|15|521.303537
"130618"|16|891.912985
"130618"|17|1180.088706
"130618"|18|1471.111112
"130618"|19|662.436612
"130618"|20|411.976453
"130618"|21|191.965004
"130618"|22|179.136908
"130618"|23|59.359971
"130619"|0|305.559526
"130619"|1|435.294582
"130619"|2|315.165745
"130619"|3|309.800570
"130619"|4|90.697016
"130619"|5|49.155228
"130619"|6|109.909455
"130619"|7|4816.139318
"130619"|8|3576.885942
"130619"|9|1757.222759
"130619"|10|2144.026373
"130619"|11|2098.396832
"130619"|12|1608.428555
"130619"|13|2679.062125
"130619"|14|4843.067389
"130619"|15|4829.475611
"130619"|16|5456.230318
"130619"|17|5170.036521
"130619"|18|3820.413819
"130619"|19|3229.324756
"130619"|20|1713.688191
"130619"|21|763.081264
"130619"|22|588.942993
"130619"|23|386.854711
"130620"|0|56.902321
"130620"|1|39.981049
"130620"|2|16.517423
"130620"|3|18.911671
"130620"|4|26.602109
"130620"|5|33.502157
"130620"|6|26.019413
"130620"|7|683.370159
"130620"|8|536.859520
"130620"|9|230.741997
"130620"|10|162.289595
"130620"|11|99.064154
"130620"|12|140.712522
"130620"|13|100.068007
"130620"|14|634.290970
"130620"|15|1066.288219
"130620"|16|841.465494
"130620"|17|242.684388
"130620"|18|228.128517
"130620"|19|200.095629
"130620"|20|122.545087
"130620"|21|92.631416
"130620"|22|105.018041
"130620"|23|64.575451
"130811"|0|585.971361
"130811"|1|287.141960
"130811"|2|140.064748
"130811"|3|197.456232
"130811"|4|153.905138
"130811"|5|135.574310
"130811"|6|234.733016
"130811"|7|4398.537490
"130811"|8|7002.868319
"130811"|9|3811.704949
"130811"|10|3463.726785
"130811"|11|1941.714463
"130811"|12|2842.201000
"130811"|13|3726.940249
"130811"|14|2734.861086
"130811"|15|2854.995672
"130811"|16|2577.757280
"130811"|17|7200.140012
"130811"|18|5675.728689
"130811"|19|4269.791105
"130811"|20|3577.710087
"130811"|21|1442.783778
"130811"|22|1931.257280
"130811"|23|325.218411
"130812"|0|1700.225600
"130812"|1|177.398096
"130812"|2|40.574766
"130812"|3|15.192236
"130812"|4|58.935935
"130812"|5|118.337889
"130812"|6|864.466201
"130812"|7|936.512818
"130812"|8|4463.565986
"130812"|9|968.792436
"130812"|10|447.813686
"130812"|11|363.961241
"130812"|12|563.417594
